label,sentences,class
D_s321,আমার মেয়ের জামাই একজন নামকরা ডাক্তার,Dementia
D_s322,মাঝে মাঝে শরীরের যত্ন নিতে মনে থাকে না,Dementia
D_s323,শরীরের কোথায় সমস্যা হচ্ছে এটাই বুঝতে পারি না,Dementia
D_s324,আজ ডাক্তার দেখাতে গিয়েছিলাম কিনা মনে নেই,Dementia
D_s325,আমার মেডিসিন আর সাথে এক গ্লাস পানি এনে দাও,Dementia
D_s326,অনলাইনে মেডিসিন কেনে ওইটার নামটা মনে আসছে না,Dementia
D_s327,বাবা ওষুধ নিয়ে আসতে বলছিলে ভুলে গিয়েছি,Dementia
D_s328,তোমার মায়ের ওষুধ টা পাল্টিয়ে আনবে,Dementia
D_s329,ভুলে যাওয়া সমস্যাটার কারণে আমি খুবই বিরক্ত,Dementia
D_s330,দোকান থেকে মনে হয় ভুল ওষুধ নিয়ে এসেছি,Dementia
D_s331,আমার এইটা রোগ নাকি মানসিক সমস্যা বুঝতে পারছি না,Dementia
D_s332,আমাদের দেশের ডাক্তাররাও অনেক অভিজ্ঞ,Dementia
D_s333,বেশিরভাগ রোগীরাই ভারতে চিকিৎসার জন্য যায়,Dementia
D_s334,ছোট ছেলের কালকে অপারেশন হলো,Dementia
D_s335,দেখে মনে হচ্ছে তোমার শরীরের ভালোই উন্নতি হচ্ছে,Dementia
D_s336,বিদেশে চিকিৎসা নিতে গেলেই ঠিক হব এমন তো না,Dementia
D_s337,ওষুধের নাম গুলো মনে রাখা কঠিন হয়ে পড়েছে,Dementia
D_s338,ডাক্তার ঠিকভাবে আমার কোন কথাই শুনলো না,Dementia
D_s339,আমাকে প্রত্যেক মাসেই ডাক্তারের কাছে যেতে হয়,Dementia
D_s340,ডাক্তার দেখাতে গিয়েছিলাম কিনা মনে পড়ছে না,Dementia
D_s341,বাড়ির লোকরাই ওষুধ খাওয়ার কথা মনে করিয়ে দেয়,Dementia
D_s342,মনে আসছে না ডাক্তার কি কি করতে বলেছিল,Dementia
D_s343,আমি মনে হয় ভুল ওষুধটা খেয়ে ফেলেছি,Dementia
D_s344,ডাক্তার কিছু হালকা ব্যায়াম করতে বলেছেন,Dementia
D_s345,কাল থেকে সকালে তুমি আমার সাথে হাঁটতে যাবে,Dementia
D_s346,প্রতিদিন সকালে আমাকে ৩০ মিনিট করে হাঁটতে হয়,Dementia
D_s347,সকালে হাটতে যেতে মনে ছিল না বিকালে যাব,Dementia
D_s348,আমার প্রেসারটা একটু মেপে দেওয়া লাগবে,Dementia
D_s349,মাথা ঘুরাচ্ছে মনে হয় প্রেশারটা বেড়ে গিয়েছে,Dementia
D_s350,তোমার মাকে ডাক্তারের কাছে নিয়ে যাওয়া লাগতো,Dementia
D_s351,তুমি অনেকদিন পায়েস বানাও না আজ খেতে ইচ্ছে করছে,Dementia
D_s352,রান্নার ঘ্রান টা অনেক ভালো লাগছে কিন্তু খেতে মন চাচ্ছে না,Dementia
D_s353,মাছের স্বাদটা একটু অন্যরকম মনে হচ্ছে,Dementia
D_s354,আমার মুখের স্বাদ দিন দিন নষ্ট হয়ে যাচ্ছে,Dementia
D_s355,অফিসের জন্য কিছু ফরমাল শার্ট কিনতে হবে,Dementia
D_s356,আমার স্যুটটা কোথায় যে রেখেছি খুঁজে পাচ্ছি না,Dementia
D_s357,পূজায় প্রতিবছর পাঞ্জাবি পরি এবারও তাই পরবো,Dementia
D_s358,গেঞ্জিটা ভুলে উল্টো করে পরেছি,Dementia
D_s359,আমাদের এলাকায় নিরাপত্তা ব্যবস্থা ভালো,Dementia
D_s360,যখন ছোট ছিলাম এই বাড়ির ছাদে আমি কবুতর পালতাম,Dementia
D_s361,এই ফোনে তোমাদের বাসার ওয়াইফাই কানেক্ট করে দাও তো,Dementia
D_s362,এই বাসায় আমার অনেক স্মৃতি জড়িয়ে আছে,Dementia
D_s363,আমার বড় ছেলে প্রাইমারি স্কুলের শিক্ষক,Dementia
D_s364,তোমার বাচ্চাকে প্রতিদিন পড়তে বসার অভ্যাস করাও,Dementia
D_s365,নাতি নাতনিদের পড়াশুনা আগে আমিই হব দেখিয়ে দিতাম,Dementia
D_s366,বইয়ের লেখা পড়তে আমার ইদানিং কষ্ট হয়,Dementia
D_s367,হাসপাতাল থেকে রিপোর্টগুলো আনার কথা মনে নেই,Dementia
D_s368,সকালের ওষুধ ভুল করে রাতে খেয়ে ফেলেছি,Dementia
D_s369,ভুলে যাওয়া স্বভাবের কারণে মানসিক চাপে থাকি,Dementia
D_s370,কোন ওষুধ টা বাদ দিতে বলেছে বুঝতে পারছি না,Dementia
ND_s1,আজকে অফিসে অনেক ব্যস্ত ছিলাম তাই ক্লান্ত লাগছে,Non_Dementia
ND_s2,বিকেলে এক কাপ গরম চা বানিয়ে খাবো,Non_Dementia
ND_s3,শীতের কাপড়গুলো আগেভাগেই বের করে রাখতে হবে,Non_Dementia
ND_s4,আগামী মাসে একটা দীর্ঘ ছুটি নিবো ভাবছি,Non_Dementia
ND_s5,তোমার সাথে সময় কাটানো সবসময়ই আনন্দের হয়,Non_Dementia
ND_s6,আজকের আবহাওয়াটা সত্যিই মনমুগ্ধকর ছিল,Non_Dementia
ND_s7,কাজ শেষে আজ একটু বিশ্রাম নেওয়া খুবই প্রয়োজন,Non_Dementia
ND_s8,রাস্তায় জ্যাম ছিল তাই বাসায় ফিরতে দেরি হলো,Non_Dementia
ND_s9,বিকেলে পার্কে গিয়ে হাঁটা আমার অনেক পছন্দের,Non_Dementia
ND_s10,আজকে ডিনারের স্পেশাল কিছু বানানোর ইচ্ছা আছে,Non_Dementia
ND_s11,কাজগুলো অনেক তাড়াতাড়ি শেষ হয়ে গেল,Non_Dementia
ND_s12,শীত আসছে এইজন্য একটু গরম কাপড় কিনতে হবে,Non_Dementia
ND_s13,আজকে খুব সুন্দর একটা বই পড়লাম মন ছুঁয়ে গেছে,Non_Dementia
ND_s14,বাইরের বাতাসটা বেশ ঠাণ্ডা মন ভালো হয়ে গেল,Non_Dementia
ND_s15,তোমার জন্য একটা চমৎকার উপহার নিয়ে এসেছি,Non_Dementia
ND_s16,পরের সপ্তাহে ভাবছি সবাই মিলে কোথাও ঘুরতে যাব,Non_Dementia
ND_s17,কাজের চাপ কমে গেলে একটা সিনেমা দেখবো,Non_Dementia
ND_s18,শীতের সকালে কুয়াশায় ভরা রাস্তা দেখতে ভালো লাগে,Non_Dementia
ND_s19,আজকে অনেক কাজ করেছি পুরো দিনটাই ব্যস্ত ছিলাম,Non_Dementia
ND_s20,বিকেলের দিকে আবহাওয়াটা ঠাণ্ডা হয়ে যায়,Non_Dementia
ND_s21,রাতের খাবারের জন্য ভিন্ন কিছু বানানোর ইচ্ছা আছে,Non_Dementia
ND_s22,আজকের দিনটা মনে হচ্ছে অনেক জলদি কেটে গেল,Non_Dementia
ND_s23,কালকে তাড়াতাড়ি উঠতে হবে অনেক কাজ বাকি,Non_Dementia
ND_s24,আজকে বৃষ্টির পর বাইরে অনেক পরিষ্কার লাগছিল,Non_Dementia
ND_s25,শীতকালে একটু বেশি শাকসবজি খাওয়া উচিত,Non_Dementia
ND_s26,কাজ করতে করতে অনেকটা সময় পার হয়ে গেছে,Non_Dementia
ND_s27,তোমার সাথে গল্প করালে সময় কখন কেটে যায় বুঝতেই পারিনা,Non_Dementia
ND_s28,শীতের ছুটির জন্য একটা বড় প্ল্যান করছি এবার,Non_Dementia
ND_s29,বিকেলে বাইরে হাঁটতে গেলে আমাকে সাথে নিয়ে যেও,Non_Dementia
ND_s30,আজকে পুরোনো বন্ধুদের সাথে দেখা হয়েছে অনেক কথা হলো,Non_Dementia
ND_s31,কাজ শেষে আরামের জন্য বই পড়া আমার পছন্দের,Non_Dementia
ND_s32,শীতকালে এমনিতেই শরীরের আলসেমি চলে আসে,Non_Dementia
ND_s33,আজকের খাবারে একটু বেশি ঝাল হয়ে গেছে,Non_Dementia
ND_s34,বিকেলে বাসায় কিছু মেহমান আসবে তাদের জন্য রান্না করতে হবে,Non_Dementia
ND_s35,ইদানিং কিছু বাংলা সিনেমা আমার খুব ভালো লেগেছে,Non_Dementia
ND_s36,সন্ধ্যায় জলদি আসবে একসাথে শপিং এ যাব,Non_Dementia
ND_s37,শীত আসছে আমার একটা সোয়েটার কিনতে হবে,Non_Dementia
ND_s38,নরম কাপড়ের জামা পড়লে আমার বেশি আরাম লাগে,Non_Dementia
ND_s39,দুপুরে অনেকক্ষণ ঘুমিয়েছি রাতে আর ঘুম আসবেনা,Non_Dementia
ND_s40,ডাক্তারকে রিপোর্ট দেখালাম বলল সব ঠিকঠাক আছে,Non_Dementia
ND_s41,কাল সকাল আটটায় আমার ক্লাস আছে,Non_Dementia
ND_s42,কিছু কেনাকাটার জন্য আজ একটু শহরে যাওয়া লাগবে,Non_Dementia
ND_s43,বিকেলে বন্ধুদের সাথে ফুটবল খেলতে যাব,Non_Dementia
ND_s44,পরশুদিন থেকে আমার ফাইনাল পরীক্ষা শুরু হবে,Non_Dementia
ND_s45,মাসের শেষের দিকে হাতে একদমই টাকা থাকেনা,Non_Dementia
ND_s46,আজকে দুপুরে মা আমার জন্য মাছ রান্না করেছিলো,Non_Dementia
ND_s47,কাল আমার এক বন্ধুর জন্মদিন ভাবছি সারপ্রাইজ দেব,Non_Dementia
ND_s48,বাবা বলেছে সন্ধ্যার আগেই বাসায় ফিরে আসতে,Non_Dementia
ND_s49,পরশু অফিসে আমার একটা জরুরি মিটিং আছে,Non_Dementia
ND_s50,আমাকে শুক্রবারের মধ্যে প্রজেক্ট শেষ করে জমা দিতে হবে,Non_Dementia
ND_s51,এইবার গণিত অলিম্পিকে অংশগ্রহণ করব,Non_Dementia
ND_s52,আজকেই আমার ইন্টারনেটের বিল দেয়ার শেষ দিন,Non_Dementia
ND_s53,আমি গতকালকে থেকে নতুন একটা কোর্স শুরু করছি,Non_Dementia
ND_s54,আগামী সপ্তাহে ছুটির জন্য পরিকল্পনা করছি,Non_Dementia
ND_s55,আজকে আমাকে এক্সারসাইজ করতেই হবে,Non_Dementia
ND_s56,চিন্তা করছি কালকে নতুন বই কিনতে যাব,Non_Dementia
ND_s57,আগামী মাসে আমার একটা চাকরির ইন্টারভিউ আছে,Non_Dementia
ND_s58,আজকে দুপুরে অনেক পুরোনো বন্ধুর সাথে দেখা করব,Non_Dementia
ND_s59,আজকে বিকেলে আমাকে টিউশনে যেতে হবে,Non_Dementia
ND_s60,আগামী সপ্তাহের মাঝামাঝি থেকে পরীক্ষা শুরু হবে,Non_Dementia
ND_s61,আগামী মাসে নতুন ফোন কিনব ভাবছি,Non_Dementia
ND_s62,কালকে বাবাকে ডাক্তারের কাছে নিয়ে যেতে হবে,Non_Dementia
ND_s63,আগামীকাল আমার ব্যাংকে যেতে হবে কিছু কাজ আছে,Non_Dementia
ND_s64,সামনের সপ্তাহে বন্ধুর বিয়ে আমাকে দাওয়াত দিয়েছে,Non_Dementia
ND_s65,তিন দিনের মধ্যে রিপোর্টটা জমা দিতে হবে,Non_Dementia
ND_s66,আমরা আজকে সন্ধ্যায় বাইরে খেতে যাচ্ছি,Non_Dementia
ND_s67,টেস্টের রিপোর্টগুলো নিয়ে ডাক্তারের সাথে পরামর্শ করতে হবে,Non_Dementia
ND_s68,পরশু ছুটি আছে  আমরা চাইলে কোথাও ঘুরতে যেতে পারি,Non_Dementia
ND_s69,এইবার পুরো মাসের বাজার একবারে করে আনবো,Non_Dementia
ND_s70,আমাদেরকে ল্যাবে প্রচুর কাজ করতে হয়,Non_Dementia
ND_s71,প্রেজেন্টেশনে সবাইকে ফরমাল পরতে বলেছে,Non_Dementia
ND_s72,আমাদের ঢাকার ফ্ল্যাটে আপাতত কেউ থাকেনা,Non_Dementia
ND_s73,তোমাকে নিয়ে আজকে বিকালে বইমেলা দেখতে যাব,Non_Dementia
ND_s74,গাড়িটা সার্ভিসিং এ দেওয়া দরকার অনেকদিন হয়ে গেছে,Non_Dementia
ND_s75,আজকে আসতে একটু দেরি হবে কিছু জরুরী কাজ আছে,Non_Dementia
ND_s76,ক্লাবের মিটিং ছিল তাই আসতে দেরি হল,Non_Dementia
ND_s77,তোমার হাতের রান্না দিন দিন সুস্বাদু হচ্ছে,Non_Dementia
ND_s78,কিছুদিন আগে একটা ফ্রিল্যান্সিং কোর্সে ভর্তি হয়েছি,Non_Dementia
ND_s79,কাল আমাকে ইন্টারভিউয়ের জন্য ডেকেছে,Non_Dementia
ND_s80,আগামী সপ্তাহে বন্ধুদের সাথে ট্যুরে যাচ্ছি,Non_Dementia
ND_s81,কালকে পরীক্ষা আছে তাই আজকে আমাকে পড়তেই হবে,Non_Dementia
ND_s82,খুব কফি খেতে ইচ্ছা করছে কিন্তু বানাতে মন চাচ্ছেনা,Non_Dementia
ND_s83,এই মাসের বেতন পেলে নতুন টিভি কিনব,Non_Dementia
ND_s84,আজ থেকে বিকালে দৌড়ানো শুরু করেছি,Non_Dementia
ND_s85,এইবার অফিসে কাজের অনেক চাপ,Non_Dementia
ND_s86,পরের মাসে ভাবছি গ্রামের বাড়ি থেকে ঘুরে আসবো,Non_Dementia
ND_s87,কাজের মেয়েকে দিয়ে বাসার টূকি টাকি কাজ করিয়ে নিতে হবে,Non_Dementia
ND_s88,অনেকদিন হয়ে গেছে জামা কাপড় কেনা হচ্ছেনা,Non_Dementia
ND_s89,দেশের বাইরে চলে যাব পরের মাসে আমার ফ্লাইট,Non_Dementia
ND_s90,কাল আমার বন্ধুদের বাসায় দাওয়াত দিয়েছি,Non_Dementia
ND_s91,বিকেলে একটা নতুন উপন্যাস পড়তে বসবো,Non_Dementia
ND_s92,রাত জেগে খেলা দেখলে কালকে বেলা পর্যন্ত ঘুমাবো,Non_Dementia
ND_s93,অফিসের পিকনিকের জন্য প্রস্তুতি নিতে হবে,Non_Dementia
ND_s94,রাতে বন্ধুদের সাথে মাওয়া যেয়ে ইলিশ ভাজা খাবো,Non_Dementia
ND_s95,আর একমাস পরে আমার ফাইনাল পরীক্ষা,Non_Dementia
ND_s96,বাসায় গিয়ে আজকের নোটগুলো আমাকে দিও,Non_Dementia
ND_s97,মা-বাবার জন্য ঈদের কেনাকাটা করতে হবে,Non_Dementia
ND_s98,আজ ব্যাঙ্কে টাকা জমা দিয়ে আসলাম,Non_Dementia
ND_s99,ছেলেকে এইবার একটা সাইকেল কিনে দিবো,Non_Dementia
ND_s100,আমার মেয়ে ফুটবল খেলা খুব পছন্দ করে,Non_Dementia
ND_s101,আগামী মাসে নতুন কোর্সে অ্যাডমিশন নিতে হবে,Non_Dementia
ND_s102,কাল বিকেলের মধ্যে কিছু কাজ শেষ করতে হবে,Non_Dementia
ND_s103,পরশু ছুটির দিন চলো বিকেলে কোথাও বেড়াতে যাই,Non_Dementia
ND_s104,আগামী মাসে একটা কনফারেন্সে হওয়ার কথা আছে,Non_Dementia
ND_s105,আজকে আর মেলায় যেতে ইচ্ছা করছেনা,Non_Dementia
ND_s106,পরশুদিন আমাকে ডাক্তারের কাছে যেতে হবে,Non_Dementia
ND_s107,এইবার ছুটিতে বন্ধুদের সাথে পাহাড়ে বেড়াতে যাব,Non_Dementia
ND_s108,বিকেলে একটা নতুন সিরিজ দেখা শুরু করব,Non_Dementia
ND_s109,ক্লাস শেষ করে বন্ধুদের সাথে কফি খেতে যাব,Non_Dementia
ND_s110,দুপুরের পর বাবা কেনাকাটা করতে যাবে বলেছেন,Non_Dementia
ND_s111,অনেকদিন ধরে চাকরি খুঁজছি কিন্তু পাওয়া যাচ্ছেনা,Non_Dementia
ND_s112,আগামী বছর আমার মেয়েটা ক্লাস টু তে উঠবে,Non_Dementia
ND_s113,আজকে বাবার টেস্টের রিপোর্ট হাতে পাব,Non_Dementia
ND_s114,গতকাল দুপুরে একটা জরুরী মিটিং ছিল,Non_Dementia
ND_s115,বিকেলে বাসাায় মেহমান আসবে বাজারে যেতে হবে,Non_Dementia
ND_s116,আমার বন্ধুর মায়ের শরীরটা খুব একটা ভালোনা,Non_Dementia
ND_s117,আগামী সপ্তাহে আমি তোমাদের বাসায় বেড়াতে যাবো,Non_Dementia
ND_s118,আজ অনেক রাত জেগে পড়াশোনা করেছি,Non_Dementia
ND_s119,আমি ঢাকায় দুইটা টিউশনি করাই,Non_Dementia
ND_s120,বিকেলে তোমাকে কোচিং এ রেখে আমি কাজে যাবো,Non_Dementia
ND_s121,আজ আমার পুরনো একটা বন্ধুর সাথে দেখা হল,Non_Dementia
ND_s122, বিকেলে মাঠে ফুটবল খেলতে যাব,Non_Dementia
ND_s123,এক কাপ গরম চা আর বই নিয়ে বারান্দায় বসে ছিলাম,Non_Dementia
ND_s124,আজকের অনুষ্ঠানটি সবাই অনেক উপভোগ করেছে,Non_Dementia
ND_s125,এই বিছানাটা তে শুয়ে আমি অনেক আরাম পাই,Non_Dementia
ND_s126,শীতকাল আসছে তাই বাজারে নতুন সবজি পাওয়া যাচ্ছে,Non_Dementia
ND_s127,আজকে অফিস থেকে একটু তাড়াতাড়ি বাসায় আসব,Non_Dementia
ND_s128,শীতের সকালে কুয়াশায় ঢাকা শহর দেখতে ভালোই লাগে,Non_Dementia
ND_s129,বাচ্চাদের জন্য শীতের জামা কাপড় আগেই কিনে ফেলবো,Non_Dementia
ND_s130,আজকে খুব ব্যস্ত ছিলাম এই সন্ধ্যায় একটু সময় পেলাম,Non_Dementia
ND_s131,কিছু দরকারি বই কিনতে লাইব্রেরী যাব,Non_Dementia
ND_s132,আমি আমার ছোটবেলার বন্ধুদেরকে খুব মিস করি,Non_Dementia
ND_s133,ব্যবসার অবস্থাটা ইদানিং ভালো যাচ্ছেনা,Non_Dementia
ND_s134,আজকে অফিসের সবাইকে নিয়ে রেস্টুরেন্টে খাওয়া দাওয়া হল,Non_Dementia
ND_s135,সকাল থেকে ঠাণ্ডা বাতাস শীত আসার আভাস পাচ্ছি,Non_Dementia
ND_s136,আমি একটি নতুন ল্যাপটপ কেনার জন্য টাকা জমাচ্ছি,Non_Dementia
ND_s137,আমাকে এই রিপোর্টটি এক দিনের মধ্যে শেষ করতে হবে,Non_Dementia
ND_s138,ঘুম কম হচ্ছে রাত জেগে কাজ করার অভ্যাসটা বাদ দেয়া দরকার,Non_Dementia
ND_s139,ঝাল খাওয়ার জন্য মনটা ছটফট করছে,Non_Dementia
ND_s140,নতুন নতুন রেসিপি ট্রাই করতে ভালোই লাগে,Non_Dementia
ND_s141,গরম অনেক বেশি পড়ছে তাই সকালেই গোসল করে নেবো,Non_Dementia
ND_s142,ছোটবেলায় যে পুতুলটা পছন্দ করতাম সেটা আবার পেয়েছি,Non_Dementia
ND_s143,খুব ব্যস্ত দিন কাটালাম এখন একটু বিশ্রাম দরকার,Non_Dementia
ND_s144,পরের সপ্তাহে অফিসের জন্য নতুন কিছু পোশাক কিনতে হবে,Non_Dementia
ND_s145,অনেকদিন পরে আজকে একটু কম্পিউটার গেমস খেলবো,Non_Dementia
ND_s146,আমার ছাদের ছোট্ট গাছপালাগুলোর যত্ন নিতে হবে,Non_Dementia
ND_s147,দেখা যাক কি হয় তবে সামনের মাসে কিছু ছোট্ট বিনিয়োগের চিন্তা করছি,Non_Dementia
ND_s148,অনেকদিন পর পুরনো দিনের গানগুলো শুনলাম,Non_Dementia
ND_s149,হঠাত কিছু পুরোনো ছবি দেখে আগের অনেক স্মৃতি মনে পড়ছে,Non_Dementia
ND_s150,আজকে সন্ধ্যায় আমি আর বাবা চাচাদের বাসায় বেড়াতে যাচ্ছি,Non_Dementia
ND_s151,বাইরে গেলে হালকা কাপড় পরো বাহিরে কিন্তু আজকে তুলনামূলক বেশি গরম,Non_Dementia
ND_s152,আজকে রাত্রে রিয়াল মাদ্রিদ আর বার্সেলোনার ম্যাচ আছে,Non_Dementia
ND_s153,পরশুদিন রাত্রে বিয়ের দাওয়াত আছে ভুলে যেও না কিন্তু,Non_Dementia
ND_s154,শুক্রবার দুপুরে পরিবারের সবাই মিলে বাইরে খেতে গেলে ভালো হয়,Non_Dementia
ND_s155,বাজার করতে যাচ্ছি বাজারের লিস্টটা একটু তাড়াতাড়ি বের করে দাও তো,Non_Dementia
ND_s156,বাবাকে ডাক্তার দেখানোর ডেট পার হয়ে গেছে  আর দেরী করা ঠিক হবেনা,Non_Dementia
ND_s157,বাসায় যাওয়ার পথে মায়ের ঔষুধ গুলো কিনে নিয়ে যাতে হবে,Non_Dementia
ND_s158,শুনলাম এ বারের বই মেলায় থিলার জনরার বেশ কিছু বই পাওয়া যাচ্ছে,Non_Dementia
ND_s159,প্রোজেক্টের কাজ করার সময় ল্যাপটপটা হঠাত বন্ধ হয়ে গেছে,Non_Dementia
ND_s160,শহরের বাইরে একটা নতুন পার্ক হয়েছে সময় পেলে বেড়াতে যাব,Non_Dementia
ND_s161,টনসিল হলে গরম পানি দিয়ে কুল্কুচি করতে পারো ভালো উপকার পাবে,Non_Dementia
ND_s162,যা বুঝলাম গত মাসে সত্যিই অনেক বেশি খরচ হয়ে গেছে,Non_Dementia
ND_s163,পরের মাসে বেতন পেয়ে বাবার জন্য ভালো দেখে কয়েকটা পাঞ্জাবি কিনতে হবে,Non_Dementia
ND_s164,সকালে এক কাপ হালকা চা এর সাথে পেপার পড়তে ভালোই লাগে,Non_Dementia
ND_s165,অনেকদিন হচ্ছে দাদা বাড়ি যাওয়া হচ্ছে না আজকে কিন্তু যাওয়াই যায় ,Non_Dementia
ND_s166,কাল রাতে ঠিকমতো ঘুম হয়নি তাই মাথা কিছুটা ভার ভার লাগছে,Non_Dementia
ND_s167,ঢাকা শহরের যে ট্রাফিক এ কারণে আজ আবার দেরি হয়ে গেল!,Non_Dementia
ND_s168,যেহেতু নতুন কিছু শিখছো সুতরাং অনেক ধৈর্য ধরে থাকতে হবে,Non_Dementia
ND_s169,তুমি পড়ালেখার পাশাপাশি ইন্টার্নশিপ করো কাজে আসবে,Non_Dementia
ND_s170,শুনেছি প্রতিদিন একই সময়ে ঔষধ খেলে ভালো ফলাফল পাওয়া যায়,Non_Dementia
ND_s171,সকাল সাতটার দিকে আমার একটি গুরুত্বপূর্ণ ক্লাস শুরু হবে,Non_Dementia
ND_s172,পরিবার সহ কোথাও ঘুরতে যাওয়ার কথা ভাবছি,Non_Dementia
ND_s173,লাইব্রেরি থেকে কিছু দরকারি বই নিয়ে আসতে হবে,Non_Dementia
ND_s174,পরশুদিন আমার দুইটি পরীক্ষা আছে তাই আগে থেকেই প্রস্তুতি শুরু করতে হবে,Non_Dementia
ND_s175,আমি একটি চাকরির জন্য আবেদন করেছিলাম,Non_Dementia
ND_s176,আমাকে ডাক্তারের কাছে যেতে হবে আমি আগে থেকে ঠিক করে রেখেছিলাম,Non_Dementia
ND_s177,পরশুদিন দুপুরে বন্ধুদের সাথে দেখা করতে যাবো,Non_Dementia
ND_s178,আমাদের সকলের উচিত একটা বনভোজনের আয়োজন করা,Non_Dementia
ND_s179,দাদার জন্মদিনে একটি উপহার কেনার কথা মনে রাখতে হবে,Non_Dementia
ND_s180,কুরবানীর পরে অফিস থেকে একটি অনুষ্ঠান হবে,Non_Dementia
ND_s181,সকালে অফিসের কিছু জরুরি কাগজপত্র জমা দেওয়া লাগবে,Non_Dementia
ND_s182,এবার রোজায় একটা ইফতার মাহফিলের আয়োজন করতে চাচ্ছি,Non_Dementia
ND_s183,ইদের মধ্যে বাড়িতে যাবার জন্য টিকেট আগে কিনতে হবে,Non_Dementia
ND_s184,রাতে আমার একটি প্রিয় নাটকের নতুন পর্ব দেখবো,Non_Dementia
ND_s185,পরের সপ্তাহে আমাদের একটা ভাইভা পরীক্ষা আছে,Non_Dementia
ND_s186,গত মাসে স্কুলের সকল ব্যাচের পুনর্মিলনী অনুষ্ঠান ছিলো,Non_Dementia
ND_s187,সকালে কাজের লোক আসবে কিছু বাজার করে রাখতে হবে,Non_Dementia
ND_s188,ডাক্তার বলেছেন নিয়মিত ঔষধ খেতে পারলে সুস্থ হয়ে যাবে,Non_Dementia
ND_s189,এই বছরের শেষে আমার ব্যাচেলর ডিগ্রি সম্পূর্ণ হবে,Non_Dementia
ND_s190,আমার ছোট ভাইয়ের স্কুলের বার্ষিক ক্রীড়া প্রতিযোগিতা আছে,Non_Dementia
ND_s191,অনেকদিন ধরে ভাবছি সিনেমা হলে যেয়ে মুভি দেখবো,Non_Dementia
ND_s192,ডিসেম্বর মাসে আমার চুড়ান্ত পরীক্ষার সময়সূচি ঘোষণা হবে,Non_Dementia
ND_s193,আজ বিকেলে আমাদের বাসায় গ্রামের কিছু আত্মীয় আসবে,Non_Dementia
ND_s194,অনেক দিন ধরে হাঁটা হচ্ছে না তাই ভাবলাম আজকে হেঁটে বাসায় যাই,Non_Dementia
ND_s195,সবাই আমার চাচাতো ভাইয়ের বিয়ের জন্য পাত্রী দেখা নিয়ে ব্যস্ত,Non_Dementia
ND_s196,প্রতি শুক্রবারে বড় মসজিদে অনেক মানুষ নামাজ পড়তে আসে,Non_Dementia
ND_s197,ধূমপান  স্বাস্থ্যের জন্য ক্ষতিকর তোমার এই অভ্যাস বাদ দেয়া উচিত,Non_Dementia
ND_s198,অনেক দিন ধরে কোনো বিয়ের দাওয়াত আছে,Non_Dementia
ND_s199,অনেকদিন বাদে আজকে আমার বন্ধু আমার বাসায় আসছে,Non_Dementia
ND_s200,টাকা জমিয়ে সামনের মাসে ছোট ভাইয়ের জন্য একটা সাইকেল কিনবো,Non_Dementia
ND_s201,সন্ধ্যায় ছোট বোনের সাথে বাজারে গিয়ে কিছু প্রয়োজনীয় জিনিস কিনতে হবে,Non_Dementia
ND_s202,অনেকদিন ধরে সর্দি লেগেছে কি করলে যে ঠিক হবে কে জানে,Non_Dementia
ND_s203,আজকে রাতে ক্লাব লিগের ফুটবল খেলা দেখতে হবে,Non_Dementia
ND_s204,ইদানিং ভোরবেলায় বেশ ঠান্ডা লাগছে খুব তাড়াতাড়িই শীতকাল শুরু হয়ে যাবে,Non_Dementia
ND_s205,কাজ করার সময় কম্পিউটারটা নষ্ট হয়ে গেছে ঠিক করাতে হবে,Non_Dementia
ND_s206,আমার পাসপোর্ট এর মেয়াদ উত্তীর্ণ হয়ে গেছে খেয়ালই করিনি,Non_Dementia
ND_s207,চলো আজকে গাড়িতে করে কোথাও লং ড্রাইভে যাই,Non_Dementia
ND_s208,পুরান সব বই পড়া শেষ নতুন একটা বই কিনতে হবে,Non_Dementia
ND_s209,বাসায় ফেরার সময় বাবার চশমা টা ঠিক করে আনতে হবে,Non_Dementia
ND_s210,অবশেষে তিন মাস পর আমার বন্ধুর বিয়ে হতে যাচ্ছে,Non_Dementia
ND_s211,বিকেলে বন্ধুদের সাথে সাইকেল চালানোর জন্য পার্কে যাবো ,Non_Dementia
ND_s212,শীতকালে কুয়াশার মধ্যে ধোয়া উঠা পিঠা খেতে খুব ভালো লাগে,Non_Dementia
ND_s213,বিকালের নাস্তায় পাস্তা বানিয়েছিলাম খুব ভালো হয়েছিল,Non_Dementia
ND_s214,আগামী সপ্তাহে একটা নতুন সিনেমা মুক্তি পাবে সবাই অপেক্ষা করছে,Non_Dementia
ND_s215,ঢাকা শহরে যে দূষণ দিনদিন বসবাসের অযোগ্য হয়ে উঠছে,Non_Dementia
ND_s216,কালকে এখানে বন্ধুদের সাথে খেতে যাবো রেস্তোরাঁটি নতুন,Non_Dementia
ND_s217,থ্রিলার বই পড়া শুরু করেছি বেশ আকর্ষণীয় লাগছে,Non_Dementia
ND_s218,বিকালে মাঠে খেলাধুলা করতে যেও তোমার ভালো লাগবে,Non_Dementia
ND_s219,রাতের খাবার রান্না করার মতো বাজার ঘরে নেই কিন্তু,Non_Dementia
ND_s220,অনেকদিন হলো স্কুলের বন্ধুদের সাথে দেখা হয় না আমার,Non_Dementia
