label,sentences,class
s267,তোমাদের সবাইকে নিয়ে সিনেমা দেখতে যাইতে চাচ্ছি।,Non_Dementia
s268,"আজকের খাবারটা সুস্বাদু ছিল, তোমার রেসিপিটা আমাকে দিও তো।",Non_Dementia
s269,"নতুন একটি বই ডেলিভারী পেয়েছি, ভাবছি আজকেই পড়া শুরু করবো।",Non_Dementia
s270,এই ছুটিতে অনেক কিছু করার পরিকল্পনা আছে বন্ধু বান্ধবদের সাথে।,Non_Dementia
s271,"আজকে নতুন একটা রেস্তোরাঁয় লাঞ্চ করেছি, দারুণ স্বাদ ছিল।",Non_Dementia
s272,"বিকেলে পাস্তা বানাবো, সেদিনের পাস্তাটা অনেক মজার ছিলো।",Non_Dementia
s273,শুক্রবারে চায়ের আড্ডায় বন্ধুর সাথে অনেক সময় কাটিয়েছি।,Non_Dementia
s274,"তোমাদের সাথে ঘুরতে যাওয়ার ইচ্ছা, কিন্তু সময় বের করতে পাচ্ছিনা।",Non_Dementia
s275,"আজ বিকেলে শপিং করার প্ল্যান ছিল, কিন্তু বৃষ্টি শুরু হয়ে গেলো।",Non_Dementia
s276,"সকালে পুরানো একটা গান শুনলাম, মনটা ভালো হয়ে গেল।",Non_Dementia
s277,"দীর্ঘদিন পর পুরনো বন্ধুদের সাথে দেখা হবে, ভেবেই খুব ভালো লাগছে।",Non_Dementia
s278,"সাঁতার কাটতে বেশ ভালোই লাগে, আজকে আবার যাবো সাঁতার কাটতে ।",Non_Dementia
s279,"তাজা ফুলের গন্ধটা খুব ভালো লাগলো, দিনটা শুরু হলো ভালোভাবে।",Non_Dementia
s280,"এই সপ্তাহে নতুন কিছু রেসিপি ট্রাই করার প্ল্যান করেছি, খুব মজা হবে।",Non_Dementia
s281,"আজকের মিটিংয়ের জন্য প্রস্তুতি নিচ্ছি, আশা করি ভালো ফলাফল হবে।",Non_Dementia
s282,"নতুন ফোন কিনতে হবে, দোকানে যেয়ে পছন্দ হলে কিনে নিবো।",Non_Dementia
s283,"গত সপ্তাহে যে সিনেমা দেখেছিলাম, সেইটা আবার দেখতে ইচ্ছা করছে।",Non_Dementia
s284,"বন্ধুদের সাথে আড্ডা দেবো, আবার পুরানো দিনের ব্যাপারে কথা বলব।",Non_Dementia
s285,"ক্লাস শেষে চাচাদের বাসায় যাবো, অনেকদিন যাওয়া হয় নি",Non_Dementia
s286,নতুন গানগুলো আগের দিনের গানগুলোর মতো হয় না আর।,Non_Dementia
s287,আজ বন্ধুরা সবাই মিলে লুডু খেলার চ্যালেঞ্জ করেছি।,Non_Dementia
s288,"অনেকদিন হলো ছবি তোলা হয় না, আজকে কিছু ছবি তুলে দিও তো।",Non_Dementia
s289,"আজ বিকেলে একটু ব্যস্ত আছি, আমি তোমাকে কালকে সময় দিতে পারবো।",Non_Dementia
s290,"সাপ্তাহিক ছুটিতে কিছু নতুন জায়গা ঘুরে আসবো, অনেক মজা হবে।",Non_Dementia
s291,"অনেকদিন পরে ভালো সিনেমা দেখলাম, মনটা বেশ ভালো হয়ে গেল।",Non_Dementia
s292,গরম চা খেতে পেরে এখন গলার মধ্যে বেশ আরাম লাগছে।,Non_Dementia
s293,"সকালে বাইরে বের হয়ে দেখো, সতেজ বাতাসে মন ভরে যাবে।",Non_Dementia
s294,"আগামী মাসে একটা বড় কনসার্ট হতে যাচ্ছে, সবাই অপেক্ষা করছে।",Non_Dementia
s295,"কাজের মাঝে মাঝে একটু বিরতি নেয়া দরকার,নাহলে মাথা খারাপ হয়",Non_Dementia
s296,"সময় নিয়ে নতুন কাজ শিখছি,হয়তো শীঘ্রই দক্ষ হয়ে উঠবো।",Non_Dementia
s297,"আজকে কাছে থেকে সুন্দর একটা গল্প শুনলাম, খুবই ভালো লেগেছে।",Non_Dementia
s298,"রাতে শোয়ার আগে হালকা গরম দুধ খেতে পারো, ঘুম ভালো হয়।",Non_Dementia
s299,"আজকে মায়ের সাথে শপিংয়ে বের হয়েছিলাম, অনেক কিছু কিনেছি।",Non_Dementia
s300,"চলো আজকে সিঙ্গারা আর চা খেতে যাই, শীতের মধ্যে অনেক ভালো লাগে।",Non_Dementia
s301,"বিকেলে ব্যক্তিগত কিছু কাজের জন্য ব্যস্ত থাকবো, তাই পরে দেখা করবো।",Non_Dementia
s302,অবশেষে অফিসের কাজগুলো ভালোভাবে শেষ করতে পারলাম।,Non_Dementia
s303,"কালকের স্ন্যাকস খুব সুস্বাদু ছিল, অনেকেই প্রশংসা করেছে।",Non_Dementia
s304,অনেকদিন পরে শপিংয়ে গিয়ে কিছু নতুন পোশাক কিনলাম।,Non_Dementia
s305,"আজ বিকেলে ঘুরতে যাওয়ার প্ল্যান ছিল, কিন্তু বৃষ্টি শুরু হয়ে গেছে।",Non_Dementia
s306,বন্ধুদের জন্য আজ রাতে ডিনারে কিছু বিশেষ রান্না করতে চাই।,Non_Dementia
s307,"অফিসের প্রজেক্টের জন্য প্রস্তুতি নিতে হবে, আরো মনযোগী হতে হবে।",Non_Dementia
s308,আজকে বিকেলে একটি নতুন জায়গায় গিয়ে বেড়াতে গিয়েছিলাম।,Non_Dementia
s309,তাহলে কালকে সবাই একসাথে একটা ভালো রেস্তোরাঁয় খেতে যাচ্ছি।,Non_Dementia
s310,সত্যিই অনেকদিন পরে এমন মনোমুগ্ধকর একটা সিনেমা দেখলাম।,Non_Dementia
s311,সাপ্তাহিক ছুটিতে ভালো সময় কাটানোর জন্য নতুন কোথাও যেয়ে ঘুরে আসবো।,Non_Dementia
s312,ইদানীং অফিসে খুবই কাজের চাপ বেড়ে গিয়েছে।,Non_Dementia
s313,এবারের ছুটিতে একদিন সময় করে সারাদিন ছবি আঁকবো।,Non_Dementia
s314,এবছরের আজকেই আমাদের শেষ ক্লাস ছিলো।,Non_Dementia
s315,"মেয়ে তো বড় হয়ে গেলো, তার ভবিষ্যতের জন্য পরিকল্পনা করা প্রয়োজন।",Non_Dementia
s316,"বিকেলে হাঁটার পরিকল্পনা করেছি, বাইরের শীতল বাতাস বইছে।",Non_Dementia
s317,"মজার একটি ভিডিও দেখলাম, হাসতে হাসতে পেট ব্যথা হয়ে গেল।",Non_Dementia
s318,"আজকে বন্ধুদের সাথে আড্ডাটা মিস করেছি, খুব খারাপ লাগছে।",Non_Dementia
s319,যে গরম পড়েছে বাইরে বেশিক্ষণ দাঁড়িয়ে থাকা যাবেনা।,Non_Dementia
s320,"রাত্রে তোমার দেয়া রেসিপি ট্রাই করবো, নতুন কিছু রান্না করতে মনে চাচ্ছে।",Non_Dementia
s321,গতবারের অফিসের পিকনিকেআমরা অনেক আনন্দ করে ছিলাম।,Non_Dementia
s322,"তোমার গানের গলাটা খুব সুন্দর, তুমি চাইলে গান শিখতে পারো।",Non_Dementia
s323,দুপুরে খাওয়ার পরে একটু বিশ্রাম করলে শরীর ভালো থাকে।,Non_Dementia
s324,অনেকদিন পরে আজকে স্কুলের স্মৃতিগুলো মনে পড়ে গেলো।,Non_Dementia
s325,আমি এই ব্যপারে তোমার মতামত জানতে চাই।,Non_Dementia
s326,মনটা ভালো লাগছিলো না তাই মায়ের সাথে ফোনে কথা বলছিলাম।,Non_Dementia
s327,"আমি সবে মাত্র রান্না শুরু করেছি, কিছুক্ষণ অপেক্ষা করতে হবে।",Non_Dementia
s328,"বিদেশে ভ্রমণ করেছি, অনেক নতুন অভিজ্ঞতা হয়েছে।",Non_Dementia
s329,ফুটবল এবং ক্রিকেট দুইটি খেলাই আমার অনেক প্রিয়।,Non_Dementia
s330,অনেকদিন পরে গতকাল রাতে ঘুম খুব ভালো হয়েছে।,Non_Dementia
s331,"আজকে খুব গরম পড়েছে, আর বাইরে যাওয়ার ইচ্ছে নেই।",Non_Dementia
s332,"কাল আমাদের বাসায় একটি পার্টি থাকবে, তোমরা সবাই আমন্ত্রিত।",Non_Dementia
s333,"আজ বিকেলে বড়ো রাস্তায় হাঁটতে যাবো, বাতাসটা বেশ ভালো লাগবে।",Non_Dementia
s334,"আগামী সপ্তাহে আমার পরীক্ষা, তাই আমি পরীক্ষার প্রস্তুতি নিচ্ছি।",Non_Dementia
s335,আজকে অফিসের কাজগুলো শেষ করে কিছুদিনের জন্য ছুটি নিবো।,Non_Dementia
s336,"আমি সকালে জিমে গিয়েছিলাম, শরীরটা একটু ক্লান্ত লাগছে।",Non_Dementia
s337,"আমাদের দলটি খুব ভালো কাজ করছে, সবাই খুব চেষ্টা করছে।",Non_Dementia
s338,"আমি ছুটিতে যাচ্ছি, বাবার শরীরটা একটু ভালো হলে কাজ শুরু করবো।",Non_Dementia
s339,"তুমি যেভাবে কথা বলো, তা সবসময় প্রেরণা দেয়।",Non_Dementia
s340,"আজকের আবহাওয়া কিন্তু খুবই ভালো, বাইরে যাওয়ার উপযোগ্য ছিলো।",Non_Dementia
s341,"আমি আজকে নতুন রেসিপি চেষ্টা করেছি, খুব ভালো হয়েছে।",Non_Dementia
s342,আমি প্রকৃতির মাঝে সময় কাটাতে খুব ভালোবাসি।,Non_Dementia
s343,"আমাদের অনেক কাজ রয়েছে, তবে আমরা সবাই প্রস্তুত আছি।",Non_Dementia
s344,"আমি স্কুলে নতুন বন্ধু তৈরি করেছি, সবাই খুব ভালো।",Non_Dementia
s345,"তুমি যে উপহারটি দিয়েছো, সেটা আমার খুব পছন্দ হয়েছে।",Non_Dementia
s346,"আমি সকাল বেলা চা খাই, এটা আমার রোজকার অভ্যাস।",Non_Dementia
s347,"গত সপ্তাহে আমরা পাহাড়ে গিয়েছিলাম, প্রকৃতির সৌন্দর্য দেখেছি।",Non_Dementia
s348,আমাদের পরিবার একসাথে সময় কাটাতে ভালোবাসে।,Non_Dementia
s349,"আমি চেষ্টা, আশা করছি আগামীতে আরও ভালো হবে।",Non_Dementia
s350,"আমি নতুন একটি প্রোজেক্ট শুরু করেছি, এটা খুব চ্যালেঞ্জিং।",Non_Dementia
s351,"আমার বন্ধুরা খুব সহায়ক, সবসময় আমার পাশে থাকে।",Non_Dementia
s352,"আমি খুব খুশি, আজকের দিনটি খুব ভালো গেছে।",Non_Dementia
s353,"তুমি যেভাবে কাজ করছো, সেটা অনেক প্রশংসনীয়।",Non_Dementia
s354,"আমি আজকের প্রোগ্রামটি দেখেছি, অনেক কিছু শিখেছি।",Non_Dementia
s355,আমি আগামীকাল সব কাজ সঠিকভাবে শেষ করতে চাই।,Non_Dementia
s356,"আমার অফিসে অনেক গুরুত্বপূর্ণ মিটিং ছিল, সব কিছু ভালো হয়েছে।",Non_Dementia
s357,তোমার সাথে কথা বলে আমি অনেক ভালো অনুভব করেছি।,Non_Dementia
s358,আমি সবার সাহায্যে একটা বড় সমস্যা সমাধান করেছি।,Non_Dementia
s359,"তুমি যে সাহায্য করেছিলে, তার জন্য আমি চিরকাল কৃতজ্ঞ।",Non_Dementia
s360,"আজকে দুপুরে অনেক ভালো খাবার ছিল, সবাই প্রশংসা করেছে।",Non_Dementia
s361,"আমাদের দলের একজন চলে গিয়েছে, তাই সবাই একটু চিন্তিত।",Non_Dementia
s362,"আমি খুব ক্লান্ত ছিলাম, এখন বিশ্রাম নিয়ে ভালো অনুভব করছি।",Non_Dementia
s363,"নতুন একটি কাজ শুরু করেছি, আমি এইটা নিয়ে অনেক আশাবাদী।",Non_Dementia
s364,তোমার সাহায্য ছাড়া এই কাজটি শেষ করা সম্ভব ছিলোনা।,Non_Dementia
s365,"আমি প্রতিদিন সকালে দৌড়াই, স্বাস্থ্য রক্ষায় খুব গুরুত্বপূর্ণ কাজ করে।",Non_Dementia
s366,"আমার ছোট বোন খুবই ভালো গায়, তার কণ্ঠ মনোরম।",Non_Dementia
s367,"আমি নতুন কিছু শিখতে পছন্দ করি, এটা খুব মজার।",Non_Dementia
s368,আমি অফিসের কাজ শেষ করে সন্ধ্যায় হাঁটে বাড়িতে যাই।,Non_Dementia
s369,"আমি তোমার কিছু ফটো তুলেছিলাম, সেগুলো খুব সুন্দর হয়েছে।",Non_Dementia
s370,"আমি কালকে বাসায় আছি, তুমি চাইলে আসতে পারো।",Non_Dementia
